code,employment,employment2,occupation,code.variants,career_cluster,entry_level_education,typical_on_the_job_training,annual_wage_2021,projected_growth_2020.2030,programming.l,operations_analysis.l,written_expression.l,installation.l,equipment_selection.l,equipment_maintenance.l,repairing.l,finger_dexterity.l,manual_dexterity.l,wrist_finger_speed.l,repairing_and_maintaining_electronic_equipment.l,repairing_and_maintaining_mechanical_equipment.l,therapy_and_counseling.l,medicine_and_dentistry.l,biology.l,deal_with_physically_aggressive_people.l,exposed_to_disease_or_infections.l,physical_proximity.l,assisting_and_caring_for_others.l,spatial_orientation.l,sound_localization.l,glare_sensitivity.l,night_vision.l,peripheral_vision.l,transportation.l,exposed_to_whole_body_vibrations.l,extremely_bright_or_inadequate_lighting.l,very_hot_or_cold_temperatures.l,exposed_to_high_places.l,in_a_enclosed_vehicle_or_equipment.l,in_an_open_vehicle_or_equipment.l,indoors_not_environmentally_controlled.l,outdoors_exposed_to_weather.l,outdoors_under_cover.l,operating_vehicles_mechanized_devices_or_equipment.l,personnel_and_human_resources.l,monitoring_and_controlling_resources.l,staffing_organizational_units.l,telephone.l,contact_with_others.l,deal_with_unpleasant_or_angry_people.l,frequency_of_conflict_situations.l,deal_with_external_customers.l,work_with_work_group_or_team.l,interpreting_the_meaning_of_information_for_others.l,processing_information.l,working_with_computers.l,economics_and_accounting.l,customer_and_personal_service.l,sales_and_marketing.l,performing_for_or_working_directly_with_the_public.l,selling_or_influencing_others.l,explosive_strength.l,control_precision.l,multilimb_coordination.l,arm_hand_steadiness.l,reaction_time.l,administrative.l,computers_and_electronics.l,electronic_mail.l,importance_of_being_exact_or_accurate.l,importance_of_repeating_same_tasks.l,building_and_construction.l,engineering_and_technology.l,design.l,production_and_processing.l,basic.mathematics.l,number_facility.l,mathematical_reasoning.l,rate_control.l,spend_time_using_your_hands_to_handle_control_or_feel_objects_tools_or_controls.l,exposed_to_contaminants.l,exposed_to_hazardous_equipment.l,wear_common_protective_or_safety_equipment.l,pace_determined_by_speed_of_equipment.l,controlling_machines_and_processes.l,handling_and_moving_objectives.l,history_and_archeology.l,philosophy_and_theology.l,fine_arts.l,communications_and_media.l,geography.l,sociology_and_anthropology.l,public_speaking.l,gross_body_equilibrium.l,extent_flexibility.l,gross_body_coordination.l,static_strength.l,dynamic_strength.l,trunk_strength.l,stamina.l,speed_of_limb_movement.l,spend_time_bending_or_twisting_the_body.l,spend_time_keeping_or_regaining_balance.l,spend_time_kneeling_crouching_stooping_or_crawling.l,spend_time_making_repetitive_motions.l,spend_time_standing.l,spend_time_walking_and_running.l,exposed_to_minor_burns_cuts_bites_or_stings.l,performing_general_physical_activities.l
47-5032,5370,5370,"Explosives Workers, Ordnance Handling Experts, and Blasters",1,Architecture & Construction,High school diploma or equivalent,Short-term on-the-job training,53040,Average,0,27,39,0,34,32,32,50,59,27,33,56.99999999999999,12,15,12,7.000000000000001,4,66,39,27,27,34,21,21,48,60,62,81,47,76,71,56.00000000000001,98,27,55.00000000000001,40,59,39,88,85,39,53,49,82,40,65,38,30,55.00000000000001,45,52,37,0,54,50,50,56.99999999999999,50,37,47,88,60,42,55.00000000000001,44,52,41,34,32,39,88,85,78,100,57.99999999999999,69,85,0,10,0,20,25,13,25,36,46,34,41,32,43,36,36,60,27,47,62,82,57.99999999999999,51,77
47-5041,14740,14740,Continuous Mining Machine Operators,1,Architecture & Construction,No formal educational credential,Moderate-term on-the-job training,60300,Average,0,18,30,16,32,48,43,45,48,25,51,64,0,17,13,15,6,59,43,37,37,37,37,28.999999999999996,43,65,75,43,36,48,60,59,23,23,67,28.999999999999996,33,17,31,86,53,49,6,90,31,40,19,13,20,16,18,17,20,56.99999999999999,55.00000000000001,45,56.99999999999999,19,21,9,78,55.00000000000001,39,39,35,53,20,20,20,50,97,100,94,100,72,79,67,0,0,0,27,25,11,17,28.999999999999996,46,37,50,36,46,39,32,65,36,30,79,74,47,47,59
47-5043,1850,1850,"Roof Bolters, Mining",1,Architecture & Construction,High school diploma or equivalent,Moderate-term on-the-job training,59770,Decline,0,0,32,21,32,43,41,45,54,39,61,74,0,0,0,26,26,77,48,39,36,39,36,30,30,79,56.00000000000001,59,31,23,48,88,32,32,71,20,42,0,28.999999999999996,88,63,61,2,90,49,56.00000000000001,0,18,30,25,0,14.000000000000002,23,56.99999999999999,55.00000000000001,45,55.00000000000001,24,28.000000000000004,1,72,69,23,36,32,54,25,27,18,45,100,100,100,100,90,77,76,0,0,0,20,25,0,15,43,56.99999999999999,39,54,48,52,45,36,90,59,41,99,98,84,69,69
47-5044,4450,4450,"Loading and Moving Machine Operators, Underground Mining",1,"Transportation, Distribution & Logistics",No formal educational credential,Short-term on-the-job training,57900,Decline,0,14.000000000000002,25,0,28.999999999999996,45,45,41,50,25,27,45,18,28.000000000000004,0,12,4,59,23,0,20,25,34,30,39,83,83,41,13,42,89,70,50,27,60,24,26,0,18,65,56.00000000000001,44,28.000000000000004,86,18,28.999999999999996,0,21,28.000000000000004,21,17,0,0,54,48,46,52,20,21,5,59,35,27,47,40,44,9,9,11,43,89,94,86,90,64,52,47,0,16,0,15,39,0,17,27,48,39,45,34,45,36,37,69,35,32,69,55.00000000000001,49,57.99999999999999,38
47-5051,4450,4450,"Rock Splitters, Quarry",1,Architecture & Construction,No formal educational credential,Short-term on-the-job training,37700,Average,0,0,30,0,25,28.999999999999996,25,45,48,25,16,50,27,30,22,3,0,43,28.999999999999996,27,11,0,20,18,35,69,28.000000000000004,74,51,21,68,39,94,37,45,31,0,0,21,55.00000000000001,9,11,28.999999999999996,70,24,35,12,28.999999999999996,42,26,0,14.000000000000002,0,46,48,48,48,26,0,8,69,35,27,35,0,48,21,21,18,41,75,87,69,0,51,56.00000000000001,70,0,23,0,11,0,0,11,43,52,46,54,46,52,48,39,64,25,38,51,87,49,46,71
47-5071,34520,34520,"Roustabouts, Oil and Gas",1,Architecture & Construction,No formal educational credential,Moderate-term on-the-job training,38920,Much faster than average,0,0,20,7.000000000000001,30,36,39,41,43,28.999999999999996,12,38,0,19,23,17,6,89,48,28.999999999999996,27,28.999999999999996,23,27,37,55.00000000000001,75,86,73,47,43,31,100,33,43,21,25,0,72,87,37,62,60,91,28.999999999999996,43,0,0,30,0,22,18,18,48,48,39,41,0,0,7.000000000000001,80,68,47,30,24,32,25,23,20,32,96,93,85,100,70,62,94,0,0,0,0,25,20,60,36,52,36,54,34,48,39,30,75,52,55.00000000000001,72,87,70,80,84
47-5081,5980,5980,Helpers--Extraction Workers,1,Architecture & Construction,High school diploma or equivalent,Moderate-term on-the-job training,37760,Much faster than average,0,0,30,0,39,45,45,46,46,32,59,77,0,11,14.000000000000002,5,4,80,65,41,28.999999999999996,39,21,32,47,56.99999999999999,64,84,61,75,81,90,92,34,82,27,70,28.000000000000004,72,83,52,51,44,87,60,62,28.999999999999996,24,42,25,30,36,16,54,55.00000000000001,45,55.00000000000001,24,23,24,74,53,36,41,22,42,32,28.999999999999996,28.999999999999996,45,86,92,97,100,73,87,90,0,0,0,17,20,0,37,43,52,43,55.00000000000001,43,55.00000000000001,43,37,70,34,42,77,66,62,64,78
49-1011,526240,526240,"First-Line Supervisors of Mechanics, Installers, and Repairers",1,Manufacturing,High school diploma or equivalent,None,71260,Average,16,36,56.99999999999999,13,39,45,45,43,43,28.999999999999996,56.00000000000001,54,16,0,17,13,9,59,50,21,30,27,16,18,33,17,28.999999999999996,61,36,51,28.000000000000004,60,56.99999999999999,28.999999999999996,56.00000000000001,52,63,52,96,95,43,47,60,84,40,56.00000000000001,54,33,62,31,26,40,13,43,43,43,43,51,53,85,86,72,25,46,34,50,45,43,43,30,70,70,64,74,16,56.99999999999999,74,0,0,0,30,0,16,34,23,30,27,39,27,39,25,18,53,14.000000000000002,33,48,50,47,42,61
49-2011,86420,86420,"Computer, Automated Teller, and Office Machine Repairers",1,Manufacturing,"Some college, no degree",Short-term on-the-job training,40970,Decline,18,28.999999999999996,43,36,43,41,45,48,45,27,70,61,0,0,0,11,5,63,22,21,20,16,14.000000000000002,16,22,2,28.000000000000004,39,7.000000000000001,55.00000000000001,1,28.000000000000004,31,11,27,12,38,0,98,78,48,55.00000000000001,80,64,28.000000000000004,42,55.00000000000001,11,56.00000000000001,20,44,28.000000000000004,11,45,36,46,28.999999999999996,21,76,88,75,66,0,48,19,23,25,27,23,28.999999999999996,81,55.00000000000001,15,25,23,47,53,0,0,0,19,10,0,17,16,34,25,28.999999999999996,18,30,16,11,40,11,43,45,73,41,37,33
49-2021,13700,13700,"Radio, Cellular, and Tower Equipment Installers and Repairers",1,Manufacturing,Associate's degree,Moderate-term on-the-job training,60360,Slower than average,18,0,41,50,43,48,52,45,41,23,83,66,0,0,0,11,23,76,38,30,20,30,16,20,43,6,45,56.99999999999999,40,56.00000000000001,26,55.00000000000001,57.99999999999999,43,52,46,34,25,83,82,28.000000000000004,50,86,84,39,61,56.00000000000001,32,60,37,36,26,11,45,45,43,32,59,73,85,91,55.00000000000001,51,68,46,49,43,34,34,21,84,38,49,57.99999999999999,24,49,68,0,0,0,46,35,0,19,32,48,32,45,34,45,36,25,77,26,67,57.99999999999999,68,56.99999999999999,56.00000000000001,66
49-2022,172830,172830,"Telecommunications Equipment Installers and Repairers, Except Line Installers",1,"Arts, Audio/Video Technology & Communications",Postsecondary nondegree award,Moderate-term on-the-job training,60370,Decline,23,25,43,46,45,46,46,48,45,30,62,37,0,0,12,10,22,62,38,32,27,30,27,25,32,10,69,71,59,93,31,57.99999999999999,84,37,43,28.000000000000004,24,0,92,89,56.00000000000001,50,81,70,36,45,55.00000000000001,15,68,45,51,34,13,45,45,46,41,44,65,94,79,72,25,49,33,40,32,32,30,25,83,61,72,77,3,42,68,0,0,0,35,32,15,18,43,54,41,43,39,45,39,25,51,19,47,55.00000000000001,64,46,51,74
49-2091,18910,18910,Avionics Technicians,1,"Transportation, Distribution & Logistics",Associate's degree,None,69280,Average,13,30,54,41,43,56.99999999999999,56.99999999999999,54,46,23,77,65,0,0,0,6,3,66,40,13,13,11,9,9,44,7.000000000000001,42,40,36,25,34,53,42,28.000000000000004,40,21,40,20,69,77,38,50,49,76,52,62,57.99999999999999,18,56.00000000000001,23,28.999999999999996,30,9,46,43,45,27,42,76,73,86,47,12,61,56.99999999999999,43,30,30,32,21,81,64,51,77,15,66,68,0,13,0,23,21,13,11,21,34,21,30,25,32,20,0,46,20,41,46,53,37,50,60
49-2092,15880,15880,"Electric Motor, Power Tool, and Related Repairers",1,Manufacturing,High school diploma or equivalent,Moderate-term on-the-job training,46910,Average,13,18,41,41,43,54,56.99999999999999,56.99999999999999,54,39,70,76,12,9,0,6,26,60,37,18,30,27,14.000000000000002,18,27,16,50,61,32,39,22,81,41,34,52,16,43,34,70,73,47,47,54,76,47,51,38,13,36,23,31,38,16,54,45,50,45,28.000000000000004,36,44,88,56.00000000000001,28.999999999999996,42,37,48,39,32,28.999999999999996,41,91,90,74,92,49,72,82,0,0,0,16,12,0,14.000000000000002,27,48,28.999999999999996,41,30,37,28.999999999999996,27,52,31,51,67,85,48,70,76
49-2093,10710,10710,"Electrical and Electronics Installers and Repairers, Transportation Equipment",1,"Transportation, Distribution & Logistics",Postsecondary nondegree award,Long-term on-the-job training,77250,Average,11,23,43,34,32,43,45,50,45,20,54,59,0,11,0,12,4,54,34,14.000000000000002,14.000000000000002,14.000000000000002,13,13,48,17,45,56.99999999999999,30,47,60,73,75,26,45,32,38,21,47,76,42,41,28.000000000000004,63,38,61,54,31,50,0,34,25,16,45,43,50,28.999999999999996,46,71,55.00000000000001,80,53,36,67,59,52,32,30,30,20,94,80,72,86,33,71,75,0,18,0,30,30,22,23,27,48,30,30,21,43,27,5,69,43,72,76,75,57.99999999999999,69,71
49-2094,50780,50780,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",1,Manufacturing,Postsecondary nondegree award,Long-term on-the-job training,61730,Slower than average,30,30,43,39,46,54,55.00000000000001,55.00000000000001,54,28.999999999999996,80,61,0,0,14.000000000000002,6,1,64,28.999999999999996,14.000000000000002,18,14.000000000000002,14.000000000000002,14.000000000000002,32,14.000000000000002,34,34,42,25,12,40,31,27,28.000000000000004,26,34,18,62,84,45,51,41,82,44,54,59,18,56.99999999999999,0,0,21,13,45,37,46,39,41,72,83,85,56.99999999999999,33,61,55.00000000000001,60,41,41,41,34,75,67,65,100,32,66,70,9,0,0,35,0,14.000000000000002,32,28.999999999999996,45,28.999999999999996,36,28.999999999999996,39,28.999999999999996,18,47,17,40,55.00000000000001,65,51,47,55.00000000000001
49-2095,22490,22490,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",1,Manufacturing,Postsecondary nondegree award,Moderate-term on-the-job training,93420,Decline,16,32,46,11,32,56.99999999999999,56.99999999999999,45,45,28.999999999999996,86,69,15,22,16,6,16,88,37,18,18,25,16,14.000000000000002,31,22,73,80,65,63,43,78,83,64,42,32,39,8,86,93,43,46,38,90,41,60,50,14.000000000000002,48,0,14.000000000000002,13,16,46,41,46,34,34,59,86,94,80,56.99999999999999,64,57.99999999999999,33,34,39,41,27,78,75,74,100,28.000000000000004,67,72,0,0,0,20,16,22,24,32,39,32,30,32,36,30,14.000000000000002,44,28.000000000000004,41,46,68,55.00000000000001,56.99999999999999,69
49-2096,9000,9000,"Electronic Equipment Installers and Repairers, Motor Vehicles",1,"Transportation, Distribution & Logistics",High school diploma or equivalent,Moderate-term on-the-job training,40670,Decline,16,25,43,43,39,41,52,54,46,27,61,49,0,0,0,12,3,57.99999999999999,35,27,28.999999999999996,25,20,18,27,8,40,51,11,92,28.000000000000004,74,32,9,39,19,22,19,69,67,60,53,61,81,42,57.99999999999999,56.99999999999999,13,44,34,55.00000000000001,41,14.000000000000002,45,43,54,39,21,62,49,93,62,28.000000000000004,52,46,15,32,32,34,30,91,89,50,80,30,56.99999999999999,87,0,0,0,20,0,0,26,25,54,30,36,25,41,25,20,68,22,56.00000000000001,75,77,61,62,73
49-2097,21540,21540,Audiovisual Equipment Installers and Repairers,1,Manufacturing,Postsecondary nondegree award,Short-term on-the-job training,44790,Decline,21,34,38,43,41,43,48,55.00000000000001,46,23,75,30,8,8,0,4,6,40,40,21,30,20,18,20,24,10,22,30,28.999999999999996,48,3,24,34,18,31,26,41,16,93,80,34,20,49,34,38,47,52,27,60,42,49,48,0,43,38,43,28.999999999999996,35,66,64,80,38,30,64,43,31,34,36,28.999999999999996,23,75,35,25,31,16,36,63,0,13,0,37,31,16,10,18,39,32,36,21,34,25,28.999999999999996,44,14.000000000000002,27,33,54,43,40,53
49-2098,77420,77420,Security and Fire Alarm Systems Installers,1,Manufacturing,High school diploma or equivalent,Moderate-term on-the-job training,48320,Much faster than average,13,25,41,45,28.999999999999996,37,39,46,45,21,67,41,0,0,0,4,20,63,23,28.999999999999996,20,21,14.000000000000002,14.000000000000002,0,17,48,62,53,83,12,73,61,38,43,15,17,20,100,89,53,54,83,76,30,45,49,16,67,26,52,20,11,43,43,45,27,27,61,78,83,51,55.00000000000001,44,36,42,30,30,27,20,69,47,45,89,4,32,68,0,0,0,28.999999999999996,0,0,31,28.999999999999996,45,28.999999999999996,32,30,39,28.999999999999996,11,34,23,28.000000000000004,35,83,44,36,70
49-3011,125440,125440,Aircraft Mechanics and Service Technicians,1,"Transportation, Distribution & Logistics",Postsecondary nondegree award,None,65380,Faster than average,7.000000000000001,30,45,30,43,68,61,59,59,30,70,81,12,0,0,19,4,54,46,28.999999999999996,28.999999999999996,27,27,18,46,25,66,69,45,49,40,80,61,39,63,18,38,23,65,61,36,30,57.99999999999999,57.99999999999999,57.99999999999999,56.99999999999999,56.99999999999999,14.000000000000002,51,19,38,32,0,56.99999999999999,55.00000000000001,54,46,36,41,38,88,67,26,56.99999999999999,46,43,32,32,39,41,72,81,70,89,24,71,77,0,0,0,14.000000000000002,11,0,17,27,48,30,43,30,43,32,30,48,28.000000000000004,41,50,71,36,55.00000000000001,60
49-3021,137300,137300,Automotive Body and Related Repairers,1,"Transportation, Distribution & Logistics",High school diploma or equivalent,Long-term on-the-job training,47270,Average,11,23,30,25,36,39,46,46,46,34,39,59,0,0,0,3,0,46,28.000000000000004,27,23,21,21,25,44,21,32,42,9,70,8,77,26,23,54,0,41,22,39,64,27,42,33,53,35,51,39,0,39,0,38,28.999999999999996,28.999999999999996,45,43,46,39,7.000000000000001,34,1,85,47,28.999999999999996,43,26,38,28.999999999999996,32,28.999999999999996,28.999999999999996,99,100,60,97,32,53,72,0,0,0,0,0,0,13,28.999999999999996,55.00000000000001,36,45,32,45,34,32,81,26,73,76,80,62,57.99999999999999,55.00000000000001
49-3022,16230,16230,Automotive Glass Installers and Repairers,1,"Transportation, Distribution & Logistics",High school diploma or equivalent,Moderate-term on-the-job training,37920,Average,0,16,30,39,34,25,28.999999999999996,43,43,28.999999999999996,20,25,14.000000000000002,10,0,9,1,50,16,25,18,37,21,21,28.999999999999996,5,63,72,22,91,14.000000000000002,78,94,72,41,31,16,0,96,88,38,37,70,65,25,35,19,0,59,37,55.00000000000001,28.999999999999996,0,43,41,43,30,47,32,37,78,54,0,31,23,28.999999999999996,25,25,21,25,78,40,57.99999999999999,100,11,40,82,0,0,0,16,21,0,2,16,43,30,45,25,41,28.999999999999996,28.999999999999996,55.00000000000001,18,31,63,73,43,67,68
49-3023,629780,629780,Automotive Service Technicians and Mechanics,1,"Transportation, Distribution & Logistics",Postsecondary nondegree award,Short-term on-the-job training,46880,Little or no change,12,21,39,32,41,51,55.00000000000001,54,54,33,65,69,0,0,0,8,7.000000000000001,54,39,28.000000000000004,33,28.999999999999996,18,20,33,28.000000000000004,55.00000000000001,74,5,92,16,74,49,32,54,22,34,19,71,80,53,54,55.00000000000001,66,42,56.99999999999999,51,20,53,30,43,42,15,56.00000000000001,54,54,45,32,54,49,86,54,0,48,31,27,27,30,24,33,95,97,81,91,25,68,79,0,0,0,14.000000000000002,0,0,20,26,65,32,46,28.999999999999996,46,28.000000000000004,28.999999999999996,65,25,49,62,91,54,81,66
49-3031,261420,261420,Bus and Truck Mechanics and Diesel Engine Specialists,1,"Transportation, Distribution & Logistics",High school diploma or equivalent,Long-term on-the-job training,48690,Average,9,16,36,25,41,46,54,50,48,30,57.99999999999999,75,0,0,0,14.000000000000002,9,62,42,23,36,30,21,23,55.00000000000001,41,56.00000000000001,76,43,86,65,59,88,71,59,22,48,25,86,82,55.00000000000001,52,59,66,38,49,40,20,54,16,32,32,7.000000000000001,50,50,46,43,32,43,54,56.00000000000001,36,26,56.99999999999999,34,42,25,28.999999999999996,20,30,95,89,81,95,23,56.00000000000001,72,0,0,0,20,0,0,11,34,52,32,45,30,43,36,32,72,32,49,64,78,53,72,67
49-3041,35030,35030,Farm Equipment Mechanics and Service Technicians,1,"Agriculture, Food & Natural Resources",High school diploma or equivalent,Long-term on-the-job training,46910,Faster than average,11,13,39,30,43,55.00000000000001,59,55.00000000000001,54,37,56.99999999999999,70,19,15,20,5,20,53,30,28.999999999999996,30,32,14.000000000000002,25,45,32,61,74,38,70,85,91,75,56.99999999999999,57.99999999999999,24,26,14.000000000000002,64,79,38,41,61,63,30,48,40,21,55.00000000000001,37,49,31,18,56.99999999999999,56.99999999999999,54,45,33,52,37,88,50,38,52,45,37,36,37,30,32,92,85,88,85,13,68,83,10,0,0,24,34,9,9,27,59,32,54,37,50,36,27,68,38,63,68,88,64,66,70
49-3042,145230,145230,"Mobile Heavy Equipment Mechanics, Except Engines",1,"Transportation, Distribution & Logistics",High school diploma or equivalent,Long-term on-the-job training,58030,Faster than average,9,20,39,39,46,55.00000000000001,56.99999999999999,54,56.99999999999999,43,65,78,0,0,0,10,15,48,41,30,30,32,20,28.999999999999996,41,63,69,86,45,77,67,91,87,32,66,11,46,25,83,82,44,35,60,83,45,49,48,4,45,14.000000000000002,31,30,21,56.99999999999999,56.99999999999999,46,50,28.000000000000004,49,73,84,63,39,44,38,30,37,34,32,45,91,92,89,100,38,72,83,0,0,0,11,15,0,20,39,61,43,54,41,46,36,34,78,31,63,71,81,52,80,76
49-3043,22800,22800,Rail Car Repairers,1,"Transportation, Distribution & Logistics",High school diploma or equivalent,Long-term on-the-job training,60250,Average,0,16,34,36,34,46,56.99999999999999,54,54,37,33,62,0,9,0,6,3,65,40,30,28.999999999999996,30,25,27,47,22,87,82,64,62,73,85,82,46,54,19,27,14.000000000000002,41,75,41,41,46,76,26,36,22,21,39,0,21,19,18,54,54,50,54,27,27,33,71,45,63,60,53,41,30,30,30,34,97,87,76,97,31,68,87,0,0,0,14.000000000000002,0,0,23,43,50,41,52,41,54,43,32,65,42,61,59,90,65,74,70
49-3051,23080,23080,Motorboat Mechanics and Service Technicians,1,"Transportation, Distribution & Logistics",High school diploma or equivalent,Long-term on-the-job training,46730,Faster than average,9,7.000000000000001,34,11,37,50,56.99999999999999,50,43,28.999999999999996,61,68,0,0,17,13,18,64,26,20,27,28.999999999999996,18,20,48,24,67,72,32,62,89,86,92,73,54,24,41,16,86,83,51,51,71,69,33,51,40,21,63,33,50,34,20,54,50,43,41,39,55.00000000000001,40,73,35,40,54,45,37,28.999999999999996,28.999999999999996,28.999999999999996,27,87,88,70,73,18,61,81,0,0,0,21,21,14.000000000000002,6,23,52,27,41,28.999999999999996,43,28.999999999999996,20,54,32,53,47,83,59,59,68
49-3052,15020,15020,Motorcycle Mechanics,1,"Transportation, Distribution & Logistics",Postsecondary nondegree award,Short-term on-the-job training,38170,Average,0,20,41,23,32,48,54,55.00000000000001,54,30,62,76,0,0,0,22,0,48,38,25,32,13,9,5,28.000000000000004,33,39,70,5,28.999999999999996,70,40,63,30,65,27,49,0,56.00000000000001,90,65,51,66,84,49,56.00000000000001,64,0,47,33,59,31,18,55.00000000000001,45,52,34,22,51,67,93,70,0,28.999999999999996,30,34,30,30,27,25,100,100,65,93,21,71,84,0,0,0,18,0,8,22,20,46,28.999999999999996,45,32,45,30,23,83,25,69,74,97,71,71,70
49-3053,34700,34700,Outdoor Power Equipment and Other Small Engine Mechanics,1,Manufacturing,High school diploma or equivalent,Moderate-term on-the-job training,37540,Average,5,7.000000000000001,39,11,39,52,52,52,45,36,28.999999999999996,69,17,9,0,2,3,53,28.999999999999996,23,28.999999999999996,13,13,16,45,6,20,42,10,25,73,80,65,33,51,25,20,24,71,86,33,34,64,48,31,44,42,22,50,42,31,36,11,45,45,45,41,28.000000000000004,41,34,69,52,27,48,46,31,28.999999999999996,28.999999999999996,28.999999999999996,28.999999999999996,91,84,83,85,8,59,61,0,0,0,28.999999999999996,26,23,6,16,48,25,43,28.999999999999996,43,28.999999999999996,25,54,7.000000000000001,54,53,87,52,53,61
49-3091,14760,14760,Bicycle Repairers,1,"Transportation, Distribution & Logistics",High school diploma or equivalent,Moderate-term on-the-job training,34690,Slower than average,0,11,36,25,37,41,45,54,52,28.999999999999996,0,66,0,0,0,8,0,65,52,7.000000000000001,7.000000000000001,11,7.000000000000001,9,37,0,22,32,8,17,1,25,17,18,0,20,44,0,100,85,49,56.00000000000001,96,56.99999999999999,28.999999999999996,0,32,15,62,52,57.99999999999999,61,18,43,37,45,25,51,44,78,87,31,50,54,45,39,28.999999999999996,30,25,20,99,79,57.99999999999999,83,7.000000000000001,54,81,16,0,0,28.000000000000004,18,14.000000000000002,25,27,39,27,43,28.999999999999996,43,25,20,48,17,32,67,88,36,52,61
49-3092,16030,16030,Recreational Vehicle Service Technicians,1,"Transportation, Distribution & Logistics",High school diploma or equivalent,Long-term on-the-job training,43560,Much faster than average,7.000000000000001,14.000000000000002,39,13,37,45,55.00000000000001,52,48,28.999999999999996,61,57.99999999999999,0,0,0,15,31,53,40,18,23,23,18,18,26,21,65,69,62,64,72,77,86,41,48,17,31,20,56.00000000000001,72,42,53,73,66,40,43,33,0,60,31,45,39,18,50,46,45,32,20,31,39,78,48,44,43,30,35,25,20,20,27,86,70,76,81,22,55.00000000000001,75,0,0,0,12,0,0,18,39,61,32,43,30,43,30,18,65,39,62,55.00000000000001,87,67,67,69
49-3093,93180,93180,Tire Repairers and Changers,1,"Transportation, Distribution & Logistics",High school diploma or equivalent,Short-term on-the-job training,29580,Slower than average,0,0,28.999999999999996,14.000000000000002,23,28.999999999999996,39,45,45,28.999999999999996,28.999999999999996,51,0,0,0,17,16,65,33,25,21,25,25,20,36,28.000000000000004,40,81,20,68,20,91,48,44,46,24,41,26,75,88,61,57.99999999999999,79,85,34,47,33,14.000000000000002,49,47,51,53,16,43,43,32,43,26,39,42,88,62,21,36,21,40,27,28.999999999999996,23,39,95,84,70,74,45,56.00000000000001,67,0,0,0,16,0,0,20,21,52,28.999999999999996,55.00000000000001,30,50,32,30,77,38,73,74,92,75,45,62
49-9011,23300,23300,Mechanical Door Repairs,1,Architecture & Construction,High school diploma or equivalent,Moderate-term on-the-job training,45060,Faster than average,0,16,39,39,36,41,39,45,46,28.999999999999996,43,54,0,0,0,14.000000000000002,7.000000000000001,73,37,30,28.999999999999996,28.999999999999996,25,20,26,20,64,79,78,92,40,72,79,68,47,19,25,20,95,85,41,23,72,73,26,42,23,8,59,30,54,43,20,45,43,45,41,0,36,50,73,55.00000000000001,63,51,45,32,36,28.999999999999996,30,27,83,68,76,88,16,45,73,0,0,0,11,0,0,26,41,54,41,52,39,46,36,28.999999999999996,60,36,52,60,76,46,68,64
49-9012,44870,44870,"Control and Valve Installers and Repairers, Except Mechanical Door",1,Architecture & Construction,High school diploma or equivalent,Moderate-term on-the-job training,62760,Slower than average,11,11,41,30,36,46,46,45,45,21,53,76,0,14.000000000000002,21,21,19,65,47,21,18,32,21,14.000000000000002,28.999999999999996,25,71,75,42,78,36,76,91,54,54,26,30,12,91,88,57.99999999999999,46,68,85,44,68,54,25,56.99999999999999,19,28.000000000000004,32,11,43,43,45,34,38,56.99999999999999,75,81,56.99999999999999,48,60,51,46,21,30,30,25,86,73,72,99,32,53,77,0,0,0,20,22,8,17,37,52,30,32,30,36,30,27,56.99999999999999,30,48,67,60,46,68,67
49-9021,356960,356960,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",1,Architecture & Construction,Postsecondary nondegree award,Long-term on-the-job training,48630,Average,9,28.999999999999996,43,50,40,54,56.00000000000001,47,45,32,69,68,0,0,16,9,17,61,38,31,27,27,16,18,33,16,67,77,66,71,9,78,84,49,52,34,43,35,89,89,48,43,71,79,43,56.99999999999999,48,18,66,42,60,49,16,45,43,46,41,37,54,63,75,50,64,61,54,36,39,34,34,28.999999999999996,88,81,71,84,24,72,80,0,0,0,21,19,11,7.000000000000001,41,55.00000000000001,39,48,28.999999999999996,44,30,28.999999999999996,63,31,61,47,74,56.00000000000001,70,73
49-9031,28120,28120,Home Appliance Repairers,1,Manufacturing,High school diploma or equivalent,Moderate-term on-the-job training,44320,Decline,9,23,41,34,41,45,55.00000000000001,54,48,28.999999999999996,55.00000000000001,56.99999999999999,0,0,11,12,12,67,25,16,21,20,20,21,28.000000000000004,7.000000000000001,52,72,11,80,7.000000000000001,68,62,47,46,32,37,24,97,96,64,51,91,65,28.999999999999996,46,33,25,68,42,66,37,18,45,43,52,30,54,60,64,81,51,19,44,28.000000000000004,28.999999999999996,28.999999999999996,36,30,27,90,72,47,36,21,32,82,0,0,0,15,27,11,17,27,52,30,41,28.999999999999996,43,34,11,56.99999999999999,34,61,52,56.00000000000001,43,72,66
