code,employment,employment2,occupation,code.variants,career_cluster,entry_level_education,typical_on_the_job_training,annual_wage_2021,projected_growth_2020.2030,programming.l,operations_analysis.l,written_expression.l,equipment_maintenance.l,repairing.l,manual_dexterity.l,medicine_and_dentistry.l,exposed_to_disease_or_infections.l,physical_proximity.l,very_hot_or_cold_temperatures.l,in_a_enclosed_vehicle_or_equipment.l,in_an_open_vehicle_or_equipment.l,outdoors_exposed_to_weather.l,personnel_and_human_resources.l,monitoring_and_controlling_resources.l,staffing_organizational_units.l,contact_with_others.l,deal_with_unpleasant_or_angry_people.l,deal_with_external_customers.l,interpreting_the_meaning_of_information_for_others.l,processing_information.l,working_with_computers.l,economics_and_accounting.l,sales_and_marketing.l,selling_or_influencing_others.l,control_precision.l,multilimb_coordination.l,arm_hand_steadiness.l,administrative.l,electronic_mail.l,importance_of_repeating_same_tasks.l,building_and_construction.l,design.l,production_and_processing.l,basic.mathematics.l,number_facility.l,mathematical_reasoning.l,spend_time_using_your_hands_to_handle_control_or_feel_objects_tools_or_controls.l,pace_determined_by_speed_of_equipment.l,handling_and_moving_objectives.l,history_and_archeology.l,fine_arts.l,public_speaking.l,extent_flexibility.l,stamina.l,spend_time_bending_or_twisting_the_body.l,spend_time_kneeling_crouching_stooping_or_crawling.l,spend_time_making_repetitive_motions.l,spend_time_standing.l,spend_time_walking_and_running.l
49-2092,15880,15880,"Electric Motor, Power Tool, and Related Repairers",1,Manufacturing,High school diploma or equivalent,Moderate-term on-the-job training,46910,Average,13,18,41,54,56.99999999999999,54,9,26,60,61,39,22,41,16,43,34,73,47,54,47,51,38,13,23,38,54,45,50,28.000000000000004,44,56.00000000000001,28.999999999999996,37,48,39,32,28.999999999999996,91,49,82,0,0,14.000000000000002,48,28.999999999999996,52,51,67,85,48
49-2093,10710,10710,"Electrical and Electronics Installers and Repairers, Transportation Equipment",1,"Transportation, Distribution & Logistics",Postsecondary nondegree award,Long-term on-the-job training,77250,Average,11,23,43,43,45,45,11,4,54,56.99999999999999,47,60,75,32,38,21,76,42,28.000000000000004,38,61,54,31,0,25,45,43,50,46,55.00000000000001,53,36,59,52,32,30,30,94,33,75,0,0,23,48,27,69,72,76,75,57.99999999999999
49-2094,50780,50780,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",1,Manufacturing,Postsecondary nondegree award,Long-term on-the-job training,61730,Slower than average,30,30,43,54,55.00000000000001,54,0,1,64,34,25,12,31,26,34,18,84,45,41,44,54,59,18,0,21,45,37,46,41,83,56.99999999999999,33,55.00000000000001,60,41,41,41,75,32,70,9,0,32,45,28.999999999999996,47,40,55.00000000000001,65,51
49-2095,22490,22490,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",1,Manufacturing,Postsecondary nondegree award,Moderate-term on-the-job training,93420,Decline,16,32,46,56.99999999999999,56.99999999999999,45,22,16,88,80,63,43,83,32,39,8,93,43,38,41,60,50,14.000000000000002,0,13,46,41,46,34,86,80,56.99999999999999,57.99999999999999,33,34,39,41,78,28.000000000000004,72,0,0,24,39,30,44,41,46,68,55.00000000000001
49-2096,9000,9000,"Electronic Equipment Installers and Repairers, Motor Vehicles",1,"Transportation, Distribution & Logistics",High school diploma or equivalent,Moderate-term on-the-job training,40670,Decline,16,25,43,41,52,46,0,3,57.99999999999999,51,92,28.000000000000004,32,19,22,19,67,60,61,42,57.99999999999999,56.99999999999999,13,34,41,45,43,54,21,49,62,28.000000000000004,46,15,32,32,34,91,30,87,0,0,26,54,25,68,56.00000000000001,75,77,61
49-2097,21540,21540,Audiovisual Equipment Installers and Repairers,1,Manufacturing,Postsecondary nondegree award,Short-term on-the-job training,44790,Decline,21,34,38,43,48,46,8,6,40,30,48,3,34,26,41,16,80,34,49,38,47,52,27,42,48,43,38,43,35,64,38,30,43,31,34,36,28.999999999999996,75,16,63,0,0,10,39,25,44,27,33,54,43
49-2098,77420,77420,Security and Fire Alarm Systems Installers,1,Manufacturing,High school diploma or equivalent,Moderate-term on-the-job training,48320,Much faster than average,13,25,41,37,39,45,0,20,63,62,83,12,61,15,17,20,89,53,83,30,45,49,16,26,20,43,43,45,27,78,51,55.00000000000001,36,42,30,30,27,69,4,68,0,0,31,45,28.999999999999996,34,28.000000000000004,35,83,44
49-3011,125440,125440,Aircraft Mechanics and Service Technicians,1,"Transportation, Distribution & Logistics",Postsecondary nondegree award,None,65380,Faster than average,7.000000000000001,30,45,68,61,59,0,4,54,69,49,40,61,18,38,23,61,36,57.99999999999999,57.99999999999999,56.99999999999999,56.99999999999999,14.000000000000002,19,32,56.99999999999999,55.00000000000001,54,36,38,67,26,46,43,32,32,39,72,24,77,0,0,17,48,32,48,41,50,71,36
49-3021,137300,137300,Automotive Body and Related Repairers,1,"Transportation, Distribution & Logistics",High school diploma or equivalent,Long-term on-the-job training,47270,Average,11,23,30,39,46,46,0,0,46,42,70,8,26,0,41,22,64,27,33,35,51,39,0,0,28.999999999999996,45,43,46,7.000000000000001,1,47,28.999999999999996,26,38,28.999999999999996,32,28.999999999999996,99,32,72,0,0,13,55.00000000000001,34,81,73,76,80,62
49-3022,16230,16230,Automotive Glass Installers and Repairers,1,"Transportation, Distribution & Logistics",High school diploma or equivalent,Moderate-term on-the-job training,37920,Average,0,16,30,25,28.999999999999996,43,10,1,50,72,91,14.000000000000002,94,31,16,0,88,38,70,25,35,19,0,37,28.999999999999996,43,41,43,47,37,54,0,23,28.999999999999996,25,25,21,78,11,82,0,0,2,43,28.999999999999996,55.00000000000001,31,63,73,43
49-3023,629780,629780,Automotive Service Technicians and Mechanics,1,"Transportation, Distribution & Logistics",Postsecondary nondegree award,Short-term on-the-job training,46880,Little or no change,12,21,39,51,55.00000000000001,54,0,7.000000000000001,54,74,92,16,49,22,34,19,80,53,55.00000000000001,42,56.99999999999999,51,20,30,42,56.00000000000001,54,54,32,49,54,0,31,27,27,30,24,95,25,79,0,0,20,65,28.000000000000004,65,49,62,91,54
49-3031,261420,261420,Bus and Truck Mechanics and Diesel Engine Specialists,1,"Transportation, Distribution & Logistics",High school diploma or equivalent,Long-term on-the-job training,48690,Average,9,16,36,46,54,48,0,9,62,76,86,65,88,22,48,25,82,55.00000000000001,59,38,49,40,20,16,32,50,50,46,32,54,36,26,34,42,25,28.999999999999996,20,95,23,72,0,0,11,52,36,72,49,64,78,53
49-3041,35030,35030,Farm Equipment Mechanics and Service Technicians,1,"Agriculture, Food & Natural Resources",High school diploma or equivalent,Long-term on-the-job training,46910,Faster than average,11,13,39,55.00000000000001,59,54,15,20,53,74,70,85,75,24,26,14.000000000000002,79,38,61,30,48,40,21,37,31,56.99999999999999,56.99999999999999,54,33,37,50,38,45,37,36,37,30,92,13,83,10,0,9,59,36,68,63,68,88,64
49-3042,145230,145230,"Mobile Heavy Equipment Mechanics, Except Engines",1,"Transportation, Distribution & Logistics",High school diploma or equivalent,Long-term on-the-job training,58030,Faster than average,9,20,39,55.00000000000001,56.99999999999999,56.99999999999999,0,15,48,86,77,67,87,11,46,25,82,44,60,45,49,48,4,14.000000000000002,30,56.99999999999999,56.99999999999999,46,28.000000000000004,73,63,39,38,30,37,34,32,91,38,83,0,0,20,61,36,78,63,71,81,52
49-3043,22800,22800,Rail Car Repairers,1,"Transportation, Distribution & Logistics",High school diploma or equivalent,Long-term on-the-job training,60250,Average,0,16,34,46,56.99999999999999,54,9,3,65,82,62,73,82,19,27,14.000000000000002,75,41,46,26,36,22,21,0,19,54,54,50,27,33,45,63,53,41,30,30,30,97,31,87,0,0,23,50,43,65,61,59,90,65
49-3051,23080,23080,Motorboat Mechanics and Service Technicians,1,"Transportation, Distribution & Logistics",High school diploma or equivalent,Long-term on-the-job training,46730,Faster than average,9,7.000000000000001,34,50,56.99999999999999,43,0,18,64,72,62,89,92,24,41,16,83,51,71,33,51,40,21,33,34,54,50,43,39,40,35,40,45,37,28.999999999999996,28.999999999999996,28.999999999999996,87,18,81,0,0,6,52,28.999999999999996,54,53,47,83,59
49-3052,15020,15020,Motorcycle Mechanics,1,"Transportation, Distribution & Logistics",Postsecondary nondegree award,Short-term on-the-job training,38170,Average,0,20,41,48,54,54,0,0,48,70,28.999999999999996,70,63,27,49,0,90,65,66,49,56.00000000000001,64,0,33,31,55.00000000000001,45,52,22,67,70,0,30,34,30,30,27,100,21,84,0,0,22,46,30,83,69,74,97,71
49-3053,34700,34700,Outdoor Power Equipment and Other Small Engine Mechanics,1,Manufacturing,High school diploma or equivalent,Moderate-term on-the-job training,37540,Average,5,7.000000000000001,39,52,52,45,9,3,53,42,25,73,65,25,20,24,86,33,64,31,44,42,22,42,36,45,45,45,28.000000000000004,34,52,27,46,31,28.999999999999996,28.999999999999996,28.999999999999996,91,8,61,0,0,6,48,28.999999999999996,54,54,53,87,52
49-3091,14760,14760,Bicycle Repairers,1,"Transportation, Distribution & Logistics",High school diploma or equivalent,Moderate-term on-the-job training,34690,Slower than average,0,11,36,41,45,52,0,0,65,32,17,1,17,20,44,0,85,49,96,28.999999999999996,0,32,15,52,61,43,37,45,51,78,31,50,45,39,28.999999999999996,30,25,99,7.000000000000001,81,16,0,25,39,25,48,32,67,88,36
49-3092,16030,16030,Recreational Vehicle Service Technicians,1,"Transportation, Distribution & Logistics",High school diploma or equivalent,Long-term on-the-job training,43560,Much faster than average,7.000000000000001,14.000000000000002,39,45,55.00000000000001,48,0,31,53,69,64,72,86,17,31,20,72,42,73,40,43,33,0,31,39,50,46,45,20,39,48,44,30,35,25,20,20,86,22,75,0,0,18,61,30,65,62,55.00000000000001,87,67
49-3093,93180,93180,Tire Repairers and Changers,1,"Transportation, Distribution & Logistics",High school diploma or equivalent,Short-term on-the-job training,29580,Slower than average,0,0,28.999999999999996,28.999999999999996,39,45,0,16,65,81,68,20,48,24,41,26,88,61,79,34,47,33,14.000000000000002,47,53,43,43,32,26,42,62,21,21,40,27,28.999999999999996,23,95,45,67,0,0,20,52,32,77,73,74,92,75
49-9011,23300,23300,Mechanical Door Repairs,1,Architecture & Construction,High school diploma or equivalent,Moderate-term on-the-job training,45060,Faster than average,0,16,39,41,39,46,0,7.000000000000001,73,79,92,40,79,19,25,20,85,41,72,26,42,23,8,30,43,45,43,45,0,50,55.00000000000001,63,45,32,36,28.999999999999996,30,83,16,73,0,0,26,54,36,60,52,60,76,46
49-9012,44870,44870,"Control and Valve Installers and Repairers, Except Mechanical Door",1,Architecture & Construction,High school diploma or equivalent,Moderate-term on-the-job training,62760,Slower than average,11,11,41,46,46,45,14.000000000000002,19,65,75,78,36,91,26,30,12,88,57.99999999999999,68,44,68,54,25,19,32,43,43,45,38,75,56.99999999999999,48,51,46,21,30,30,86,32,77,0,0,17,52,30,56.99999999999999,48,67,60,46
49-9021,356960,356960,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",1,Architecture & Construction,Postsecondary nondegree award,Long-term on-the-job training,48630,Average,9,28.999999999999996,43,54,56.00000000000001,45,0,17,61,77,71,9,84,34,43,35,89,48,71,43,56.99999999999999,48,18,42,49,45,43,46,37,63,50,64,54,36,39,34,34,88,24,80,0,0,7.000000000000001,55.00000000000001,30,63,61,47,74,56.00000000000001
49-9031,28120,28120,Home Appliance Repairers,1,Manufacturing,High school diploma or equivalent,Moderate-term on-the-job training,44320,Decline,9,23,41,45,55.00000000000001,48,0,12,67,72,80,7.000000000000001,62,32,37,24,96,64,91,28.999999999999996,46,33,25,42,37,45,43,52,54,64,51,19,28.000000000000004,28.999999999999996,28.999999999999996,36,30,90,21,82,0,0,17,52,34,56.99999999999999,61,52,56.00000000000001,43
49-9041,373090,373090,Industrial Machinery Mechanics,1,Manufacturing,High school diploma or equivalent,Long-term on-the-job training,59840,Much faster than average,21,25,41,59,56.99999999999999,52,0,8,67,55.00000000000001,28.999999999999996,44,42,0,38,0,81,42,19,43,46,43,0,0,14.000000000000002,55.00000000000001,52,48,17,48,49,35,43,42,36,30,34,86,57.99999999999999,78,0,0,7.000000000000001,54,34,40,35,41,74,61
49-9043,57660,57660,"Maintenance Workers, Machinery",1,Manufacturing,High school diploma or equivalent,Long-term on-the-job training,48900,Faster than average,11,25,39,55.00000000000001,54,45,17,11,73,56.00000000000001,39,43,53,24,28.999999999999996,15,82,41,35,26,39,34,16,0,16,46,43,46,27,31,54,47,47,43,23,28.999999999999996,30,80,61,77,0,0,13,43,28.999999999999996,55.00000000000001,40,47,79,63
49-9044,39240,39240,Millwrights,1,Architecture & Construction,High school diploma or equivalent,Apprenticeship,60330,Faster than average,9,16,41,55.00000000000001,55.00000000000001,56.99999999999999,17,30,77,81,35,55.00000000000001,80,41,56.99999999999999,42,83,55.00000000000001,40,49,48,37,16,22,42,59,56.99999999999999,46,30,66,62,67,63,51,39,39,37,92,46,92,10,0,30,55.00000000000001,41,72,56.99999999999999,57.99999999999999,89,47
49-9045,660,660,"Refractory Materials Repairers, Except Brickmasons",1,Architecture & Construction,High school diploma or equivalent,Moderate-term on-the-job training,54250,Decline,0,18,38,39,39,46,0,21,80,94,26,70,50,13,42,21,81,62,16,27,44,15,0,0,11,46,45,48,0,4,52,27,32,36,25,25,23,86,62,83,0,0,7.000000000000001,48,34,90,42,75,85,71
49-9051,123940,123940,Electrical Power-Line Installers and Repairers,1,Architecture & Construction,High school diploma or equivalent,Long-term on-the-job training,78310,Slower than average,0,23,39,43,46,48,17,4,79,83,88,85,100,24,0,22,89,54,67,35,39,17,17,15,19,54,56.99999999999999,48,24,73,45,63,54,30,27,28.999999999999996,23,83,44,91,0,0,16,54,45,60,33,59,80,36
49-9052,101530,101530,Telecommunications Line Installers and Repairers,1,"Arts, Audio/Video Technology & Communications",High school diploma or equivalent,Long-term on-the-job training,60190,Little or no change,9,14.000000000000002,37,39,39,45,0,34,64,78,95,41,96,25,26,17,95,55.00000000000001,75,37,44,41,13,33,44,52,48,45,27,56.99999999999999,64,36,43,38,25,30,28.999999999999996,90,35,68,0,0,30,54,30,64,48,68,73,56.00000000000001
49-9061,2340,2340,Camera and Photographic Equipment Repairers,1,Manufacturing,High school diploma or equivalent,Long-term on-the-job training,38200,Average,18,25,36,52,55.00000000000001,46,0,0,38,6,3,0,4,37,32,0,61,34,53,20,32,43,25,44,31,46,30,54,41,71,49,0,34,37,36,37,32,94,1,45,0,17,3,14.000000000000002,0,14.000000000000002,9,59,33,12
49-9062,53400,53400,Medical Equipment Repairers,1,Manufacturing,Associate's degree,Moderate-term on-the-job training,49910,Average,9,30,43,56.99999999999999,56.99999999999999,48,22,33,52,13,44,13,17,28.000000000000004,51,21,74,40,66,38,59,49,22,16,36,46,39,43,43,77,42,36,43,51,45,43,43,68,18,72,0,0,17,41,23,40,42,42,50,27
49-9063,5710,5710,Musical Instrument Repairers and Tuners,1,Manufacturing,High school diploma or equivalent,Apprenticeship,37160,Decline,0,25,34,41,45,55.00000000000001,8,7.000000000000001,48,7.000000000000001,33,2,9,22,53,18,75,32,84,31,42,39,30,43,51,55.00000000000001,43,56.99999999999999,51,93,67,18,38,32,28.999999999999996,30,28.999999999999996,92,18,70,17,54,23,30,16,28.999999999999996,13,67,41,18
49-9064,1970,1970,Watch and Clock Repairers,1,Manufacturing,High school diploma or equivalent,Long-term on-the-job training,44250,Decline,0,14.000000000000002,34,45,50,45,0,1,66,0,6,0,0,40,62,0,67,34,56.99999999999999,30,53,28.000000000000004,40,44,47,56.99999999999999,34,59,56.99999999999999,47,38,0,36,52,28.999999999999996,28.999999999999996,27,100,3,64,0,0,4,9,0,22,10,43,31,13
49-9071,1416740,1416740,"Maintenance and Repair Workers, General",1,Manufacturing,High school diploma or equivalent,Moderate-term on-the-job training,43180,Average,7.000000000000001,30,43,55.00000000000001,55.00000000000001,48,0,26,62,80,70,39,81,17,39,24,93,57.99999999999999,63,43,51,43,14.000000000000002,11,26,46,52,46,21,86,52,63,37,47,32,32,32,85,56.00000000000001,76,0,0,23,54,36,67,51,61,78,72
49-9081,10100,10100,Wind Turbine Service Technicians,1,Manufacturing,Postsecondary nondegree award,Long-term on-the-job training,56260,Much faster than average,9,14.000000000000002,41,54,55.00000000000001,45,26,3,87,91,89,51,94,34,42,20,92,63,35,48,56.00000000000001,53,28.000000000000004,19,23,55.00000000000001,52,48,54,94,80,60,39,41,39,32,32,96,43,87,0,0,41,55.00000000000001,43,89,66,86,79,56.00000000000001
49-9091,27540,27540,"Coin, Vending, and Amusement Machine Servicers and Repairers",1,Manufacturing,High school diploma or equivalent,Short-term on-the-job training,39040,Average,5,7.000000000000001,37,43,43,45,0,7.000000000000001,57.99999999999999,47,69,15,57.99999999999999,32,45,0,78,64,65,27,42,40,26,28.999999999999996,27,43,41,43,39,85,76,26,24,33,28.999999999999996,30,28.999999999999996,76,25,53,0,0,9,37,23,45,56.99999999999999,62,59,57.99999999999999
49-9092,2670,2670,Commercial Divers,1,Architecture & Construction,Postsecondary nondegree award,Moderate-term on-the-job training,60360,Much faster than average,0,25,45,43,46,46,38,12,75,62,54,37,90,28.000000000000004,45,31,90,38,50,35,49,28.999999999999996,10,21,23,52,54,52,27,60,60,64,43,33,30,32,28.999999999999996,80,34,88,0,0,25,56.99999999999999,45,62,39,54,70,43
49-9094,15380,15380,Locksmiths and Safe Repairers,1,Manufacturing,High school diploma or equivalent,Long-term on-the-job training,46910,Decline,11,0,37,43,45,45,0,10,62,66,93,38,82,40,59,43,91,45,83,35,46,46,31,54,55.00000000000001,48,43,54,48,95,62,42,40,28.999999999999996,30,30,28.999999999999996,87,17,73,0,0,25,45,20,57.99999999999999,44,56.00000000000001,60,38
49-9095,3530,3530,Manufactured Building and Mobile Home Installers,1,Architecture & Construction,High school diploma or equivalent,Short-term on-the-job training,36360,Decline,0,28.999999999999996,38,37,48,50,28.999999999999996,1,73,74,57.99999999999999,52,86,42,68,68,69,57.99999999999999,37,76,62,0,0,35,60,52,59,48,0,4,41,74,69,44,41,38,32,85,41,92,0,0,1,55.00000000000001,46,92,92,81,95,61
49-9096,17980,17980,Riggers,1,Architecture & Construction,High school diploma or equivalent,Moderate-term on-the-job training,48130,Faster than average,0,30,34,36,37,45,15,6,73,92,67,59,90,31,38,0,90,63,52,42,57.99999999999999,31,24,35,15,50,48,43,35,43,64,63,55.00000000000001,48,14.000000000000002,13,11,88,68,88,13,0,52,45,41,70,55.00000000000001,72,78,66
49-9097,8090,8090,Signal and Track Switch Repairers,1,"Transportation, Distribution & Logistics",High school diploma or equivalent,Moderate-term on-the-job training,80570,Average,13,0,43,55.00000000000001,55.00000000000001,48,10,5,40,85,88,28.000000000000004,92,16,20,19,76,44,49,34,41,33,9,0,21,54,45,46,15,60,52,63,44,33,32,30,36,81,27,74,0,0,24,41,34,46,34,52,66,53
49-9098,88480,88480,"Helpers--Installation, Maintenance, and Repair Workers",1,Architecture & Construction,High school diploma or equivalent,Short-term on-the-job training,33100,Average,5,11,28.999999999999996,46,46,45,0,14.000000000000002,64,72,53,51,74,31,24,0,75,40,60,23,35,24,21,20,16,48,45,43,33,67,53,56.99999999999999,55.00000000000001,47,23,25,27,79,34,67,0,0,16,56.99999999999999,43,53,42,49,75,61
49-9099,164070,164070,Geothermal Technicians,1,Manufacturing,High school diploma or equivalent,Moderate-term on-the-job training,42570,Average,16,23,43,46,52,45,27,9,42,83,93,56.99999999999999,92,28.999999999999996,47,25,84,34,37,47,54,49,0,0,27,55.00000000000001,50,45,45,89,68,54,59,50,45,41,43,71,40,76,15,0,46,45,28.999999999999996,45,38,54,56.99999999999999,48
51-1011,629420,629420,First-Line Supervisors of Production and Operating Workers,1,Manufacturing,High school diploma or equivalent,None,61790,Slower than average,0,39,54,30,30,41,10,9,65,67,36,26,41,56.99999999999999,53,48,96,66,48,32,53,47,28.999999999999996,30,28.999999999999996,43,37,41,49,85,59,31,41,66,41,41,41,49,71,63,0,0,60,28.999999999999996,28.999999999999996,38,23,44,75,63
51-2011,33320,33320,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",1,Manufacturing,High school diploma or equivalent,Moderate-term on-the-job training,49480,Decline,14.000000000000002,20,39,43,45,46,15,9,60,26,12,13,11,31,41,35,74,32,32,43,57.99999999999999,51,23,20,34,48,45,45,23,18,66,25,45,51,39,37,30,97,35,75,0,0,23,50,28.999999999999996,55.00000000000001,32,74,68,47
51-2021,11090,11090,"Coil Winders, Tapers, and Finishers",1,Manufacturing,High school diploma or equivalent,Moderate-term on-the-job training,38360,Decline,0,9,28.999999999999996,9,5,45,0,2,57.99999999999999,35,2,17,12,31,33,32,66,42,26,44,47,30,26,26,28.999999999999996,45,39,45,32,6,66,28.000000000000004,53,60,16,18,14.000000000000002,95,35,65,0,0,23,32,20,63,25,91,91,27
51-2022,284800,142400,Electrical and Electronic Equipment Assemblers,2,Manufacturing,High school diploma or equivalent,Short-term on-the-job training,37460,Average,0,9,37,21,25,46,0,3,59,22,12,24,23,0,39,25,60,38,32,36,37,36,0,0,26,45,41,52,8,23,49,0,39,38,28.999999999999996,25,21,87,44,76,0,0,11,34,21,40,25,70,51,36
51-2022,284800,142400,Electromechanical Equipment Assemblers,2,Manufacturing,High school diploma or equivalent,Short-term on-the-job training,37460,Average,7.000000000000001,11,37,41,39,46,0,7.000000000000001,59,10,1,4,3,0,32,15,76,30,34,32,43,40,0,0,18,46,34,48,14.000000000000002,56.00000000000001,64,17,36,43,27,25,27,82,33,70,0,0,12,32,16,39,20,63,56.99999999999999,35
51-2031,45990,45990,Engine and Other Machine Assemblers,1,Manufacturing,High school diploma or equivalent,Moderate-term on-the-job training,47440,Decline,11,11,32,41,41,46,0,0,69,48,19,36,28.000000000000004,22,27,13,79,45,45,31,44,30,0,24,19,46,48,45,23,38,50,28.000000000000004,38,54,28.999999999999996,28.999999999999996,28.999999999999996,92,42,88,0,0,21,45,27,69,30,68,81,49
51-2041,61070,61070,Structural Metal Fabricators and Fitters,1,Architecture & Construction,High school diploma or equivalent,Moderate-term on-the-job training,45480,Decline,0,18,34,13,13,43,17,6,60,68,41,51,50,28.000000000000004,22,14.000000000000002,80,39,56.00000000000001,22,40,21,13,15,20,50,45,45,21,27,55.00000000000001,67,60,48,27,20,20,84,47,73,0,0,13,36,25,62,37,42,65,46
51-2051,17380,17380,Fiberglass Laminators and Fabricators,1,Manufacturing,High school diploma or equivalent,Moderate-term on-the-job training,37650,Little or no change,0,0,37,16,16,48,12,3,87,45,7.000000000000001,20,17,24,28.999999999999996,20,80,42,35,37,41,28.000000000000004,28.000000000000004,27,19,45,50,46,43,5,65,40,28.000000000000004,56.00000000000001,30,28.999999999999996,28.999999999999996,86,48,74,0,0,24,46,37,78,66,80,99,45
51-2061,560,560,Timing Device Assemblers and Adjusters,1,Manufacturing,High school diploma or equivalent,Moderate-term on-the-job training,37780,Decline,7.000000000000001,13,34,41,45,46,0,0,45,9,17,1,7.000000000000001,16,23,0,80,35,11,26,38,26,0,17,42,45,36,55.00000000000001,0,52,31,20,0,47,23,25,28.999999999999996,48,2,54,0,0,6,0,0,8,6,22,37,23
51-2092,1262800,1262800,Team Assemblers,1,Manufacturing,High school diploma or equivalent,Short-term on-the-job training,36590,Decline,9,9,43,28.999999999999996,28.999999999999996,45,12,4,66,20,7.000000000000001,6,5,27,26,15,78,38,25,28.999999999999996,44,41,14.000000000000002,28.999999999999996,19,43,41,43,32,39,45,31,46,57.99999999999999,21,20,18,92,47,82,0,0,28.999999999999996,39,30,50,28.000000000000004,72,65,49
51-3011,181800,181800,Bakers,1,Hospitality & Tourism,No formal educational credential,Long-term on-the-job training,29750,Average,0,27,34,7.000000000000001,0,41,0,7.000000000000001,55.00000000000001,75,24,0,4,24,24,12,86,31,60,20,28.000000000000004,21,14.000000000000002,33,18,37,36,41,27,47,52,0,28.000000000000004,61,30,28.999999999999996,23,76,56.99999999999999,50,13,0,19,27,21,47,25,67,85,60
51-3021,145930,145930,Butchers and Meat Cutters,1,Manufacturing,No formal educational credential,Long-term on-the-job training,36050,Decline,0,14.000000000000002,32,16,14.000000000000002,46,0,3,77,78,0,4,7.000000000000001,23,43,28.000000000000004,88,71,87,25,49,34,14.000000000000002,38,50,45,43,45,24,39,50,0,14.000000000000002,47,28.999999999999996,32,30,95,65,75,0,0,15,32,27,63,15,82,97,47
51-3022,132100,132100,"Meat, Poultry, and Fish Cutters and Trimmers",1,Manufacturing,No formal educational credential,Short-term on-the-job training,29730,Slower than average,0,0,30,18,18,39,49,25,85,82,37,2,32,49,32,26,46,75,61,41,45,24,41,43,25,43,36,46,46,11,63,42,0,65,27,30,21,91,81,79,0,0,11,36,30,72,2,94,100,48
51-3023,86450,86450,Slaughterers and Meat Packers,1,Manufacturing,No formal educational credential,Short-term on-the-job training,29900,Slower than average,0,0,20,11,11,43,0,18,73,54,15,9,17,21,28.000000000000004,16,73,27,57.99999999999999,28.999999999999996,24,10,18,33,0,45,41,43,28.999999999999996,11,52,0,0,45,11,14.000000000000002,13,92,80,79,0,0,28.000000000000004,39,30,52,11,82,84,31
51-3091,21050,21050,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",1,Manufacturing,No formal educational credential,Moderate-term on-the-job training,35480,Slower than average,0,21,41,32,28.999999999999996,43,0,6,35,75,0,18,6,0,33,30,74,45,38,49,55.00000000000001,42,0,0,30,46,41,45,0,28.999999999999996,65,0,0,48,11,14.000000000000002,9,80,71,65,0,0,26,41,30,44,27,60,95,60
51-3092,155240,155240,Food Batchmakers,1,Manufacturing,High school diploma or equivalent,Moderate-term on-the-job training,35780,Average,0,25,39,18,9,41,10,0,73,40,1,21,0,26,27,0,69,15,25,40,52,41,25,21,14.000000000000002,43,30,34,46,16,77,15,26,55.00000000000001,34,30,30,79,82,72,0,0,33,39,30,55.00000000000001,37,72,85,57.99999999999999
51-3093,26710,26710,Food Cooking Machine Operators and Tenders,1,Manufacturing,High school diploma or equivalent,Moderate-term on-the-job training,35890,Average,0,11,36,16,5,36,0,0,69,66,7.000000000000001,26,46,28.000000000000004,39,17,85,32,50,39,55.00000000000001,33,0,0,0,41,39,39,23,26,51,0,0,66,27,30,27,90,62,82,0,0,10,36,27,27,18,65,74,82
51-4021,59490,59490,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",1,Manufacturing,High school diploma or equivalent,Moderate-term on-the-job training,37750,Decline,7.000000000000001,20,28.999999999999996,37,41,43,0,12,51,57.99999999999999,0,24,11,17,0,14.000000000000002,61,63,8,27,52,39,13,0,11,50,46,43,22,23,62,0,23,60,36,28.999999999999996,27,71,94,75,0,0,23,43,37,62,18,59,86,76
51-4022,11500,11500,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",1,Manufacturing,High school diploma or equivalent,Moderate-term on-the-job training,44520,Decline,0,16,39,32,30,45,0,1,65,71,23,77,23,26,20,0,83,51,26,32,36,31,0,24,9,50,43,45,38,24,64,32,45,63,30,28.999999999999996,27,80,77,80,0,0,44,34,28.999999999999996,40,27,64,86,60
51-4023,31650,31650,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",1,Manufacturing,High school diploma or equivalent,Moderate-term on-the-job training,46210,Decline,9,16,34,43,41,43,0,1,59,49,6,32,9,23,44,30,84,28.999999999999996,55.00000000000001,36,59,43,0,0,31,55.00000000000001,54,45,13,28.000000000000004,68,18,19,62,36,28.999999999999996,30,79,78,82,0,0,21,39,39,61,23,69,83,70
51-4031,179630,179630,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",1,Manufacturing,High school diploma or equivalent,Moderate-term on-the-job training,37630,Decline,0,18,36,39,36,45,0,1,50,53,9,34,13,0,21,18,60,50,13,32,45,36,0,0,16,50,50,46,0,10,51,0,35,44,34,30,28.999999999999996,86,66,80,0,0,15,45,32,69,23,67,92,53
